ProductID,ProductName,Category,HazardClass,Supplier,Stock,Price,ReorderLevel
160,Chemical Gloves,Safety Equipment,D,TechWorld Inc.,55,74.83,32
161,Face Shield,Safety Equipment,D,ChemSupply Co.,33,60.73,42
162,Microscope,Laboratory,B,TechWorld Inc.,16,80.35,21
163,Toilet Paper,Cleaning,B,ChemSupply Co.,38,146.67,26
164,Keyboard,Electronics,D,FurniTech,94,9.64,29
165,Filing Cabinet,Furniture,D,LabSource,36,55.55,43
166,Floor Cleaner,Cleaning,C,LabSource,65,41.43,26
167,Paper A3,Office Supplies,C,TechWorld Inc.,47,24.19,40
168,Staples Box,Office Supplies,D,TechWorld Inc.,37,72.18,39
169,Trash Bags,Cleaning,B,OfficeMax,30,148.17,32
170,Ear Protection,Safety Equipment,D,ChemSupply Co.,91,23.08,25
171,External Hard Drive,Electronics,B,ChemSupply Co.,49,92.08,20
172,Stapler,Office Supplies,D,CleanAll Ltd.,38,16.95,33
173,Sofa,Furniture,D,CleanAll Ltd.,77,67.09,37
174,Centrifuge,Laboratory,C,CleanAll Ltd.,22,96.07,26
175,Standing Desk,Furniture,D,TechWorld Inc.,37,14.92,47
176,Respirator,Safety Equipment,D,CleanAll Ltd.,49,31.68,35
177,Dust Mop,Cleaning,C,FurniTech,37,26.8,31
178,UPS,Electronics,C,CleanAll Ltd.,47,63.2,27
179,Pen Set,Office Supplies,C,FurniTech,63,75.18,32
180,Centrifuge,Laboratory,C,CleanAll Ltd.,24,26.22,31
181,Cork Board,Furniture,D,TechWorld Inc.,62,66.84,35
182,Microscope,Laboratory,C,FurniTech,21,61.42,27
183,Petri Dishes,Laboratory,B,OfficeMax,22,137.76,19
184,Methanol,Chemicals,B,FurniTech,20,42.07,26
185,Pipettes,Laboratory,C,OfficeMax,18,18.89,23
186,First Aid Kit,Safety Equipment,D,FurniTech,88,42.28,38
187,Paper A3,Office Supplies,D,LabSource,35,21.61,44
188,Binder Clips,Office Supplies,C,CleanAll Ltd.,52,96.61,27
189,Mouse,Electronics,B,CleanAll Ltd.,36,59.57,33
190,pH Meter,Laboratory,C,CleanAll Ltd.,26,49.65,25
191,Respirator,Safety Equipment,D,CleanAll Ltd.,53,44.49,29
192,Pen Set,Office Supplies,C,CleanAll Ltd.,30,65.41,30
193,Floor Cleaner,Cleaning,C,LabSource,20,83.99,37
194,Ear Protection,Safety Equipment,D,ChemSupply Co.,29,38.16,37
195,Tape Dispenser,Office Supplies,C,ChemSupply Co.,49,55.67,22
196,Toilet Paper,Cleaning,B,TechWorld Inc.,22,147.98,28
197,Beakers,Laboratory,A,FurniTech,15,156.42,19
198,File Folders,Office Supplies,D,FurniTech,92,17.4,42
199,File Folders,Office Supplies,D,FurniTech,75,58.96,37
200,Office Desk,Furniture,D,TechWorld Inc.,72,67.79,35
201,Test Tubes,Laboratory,A,TechWorld Inc.,11,183.11,14
202,Xylene,Chemicals,A,ChemSupply Co.,7,166.93,12
203,Respirator,Safety Equipment,D,OfficeMax,57,63.36,45
204,Conference Table,Furniture,C,TechWorld Inc.,38,21.9,29
205,Fire Extinguisher,Safety Equipment,D,ChemSupply Co.,71,37.21,28
206,Bookshelf,Furniture,C,ChemSupply Co.,58,42.25,30
207,Sofa,Furniture,C,FurniTech,25,36.0,32
208,Toluene,Chemicals,A,FurniTech,26,89.95,11
209,Disinfectant,Cleaning,C,ChemSupply Co.,73,48.36,38
210,Petri Dishes,Laboratory,C,OfficeMax,51,43.26,34
211,Flask Set,Laboratory,A,LabSource,26,290.49,14
212,Chloroform,Chemicals,A,ChemSupply Co.,16,188.09,21
213,Trash Bags,Cleaning,C,TechWorld Inc.,44,82.4,30
214,Filing Cabinet,Furniture,C,LabSource,23,72.71,36
215,Hand Sanitizer,Cleaning,C,LabSource,59,18.26,26
216,Conference Table,Furniture,D,OfficeMax,56,54.54,30
217,Respirator,Safety Equipment,D,TechWorld Inc.,61,31.92,49
218,Staples Box,Office Supplies,C,CleanAll Ltd.,50,42.27,21
219,Desktop Computer,Electronics,D,TechWorld Inc.,80,57.96,30
220,Office Chair,Furniture,D,TechWorld Inc.,32,63.9,43
221,Emergency Eyewash,Safety Equipment,D,TechWorld Inc.,76,63.49,28
222,Stapler,Office Supplies,D,CleanAll Ltd.,55,15.37,48
223,Disinfectant,Cleaning,C,TechWorld Inc.,52,64.19,20
224,Binder Clips,Office Supplies,D,CleanAll Ltd.,53,66.95,29
225,Laptop,Electronics,C,TechWorld Inc.,76,98.54,35
226,Formaldehyde,Chemicals,B,FurniTech,31,30.57,33
227,Analytical Balance,Laboratory,A,CleanAll Ltd.,25,228.26,12
228,Toilet Paper,Cleaning,B,OfficeMax,38,113.02,32
229,Monitor,Electronics,B,TechWorld Inc.,21,146.17,20
230,Lab Coat,Safety Equipment,D,TechWorld Inc.,63,16.49,40
231,Face Shield,Safety Equipment,D,CleanAll Ltd.,47,49.58,31
232,Binder Clips,Office Supplies,C,LabSource,52,66.38,21
233,Paper A4,Office Supplies,D,ChemSupply Co.,58,16.26,30
234,Mouse,Electronics,B,FurniTech,34,119.36,20
235,Xylene,Chemicals,B,ChemSupply Co.,19,134.72,24
236,Disinfectant,Cleaning,B,FurniTech,39,79.7,35
237,Paper Towels,Cleaning,B,OfficeMax,26,69.82,33
238,Trash Bags,Cleaning,C,OfficeMax,80,43.9,37
239,Safety Goggles,Safety Equipment,D,OfficeMax,59,78.86,50
240,Face Shield,Safety Equipment,D,ChemSupply Co.,31,74.87,25
241,Tablet,Electronics,C,TechWorld Inc.,66,93.72,35
242,Keyboard,Electronics,D,TechWorld Inc.,62,70.29,43
243,Scissors,Office Supplies,D,FurniTech,38,48.88,46
244,Tape Dispenser,Office Supplies,D,TechWorld Inc.,28,34.05,35
245,Test Tubes,Laboratory,B,ChemSupply Co.,44,142.73,26
246,Beakers,Laboratory,A,TechWorld Inc.,5,92.19,19
247,Bookshelf,Furniture,D,FurniTech,36,59.38,41
248,Sodium Hydroxide,Chemicals,A,ChemSupply Co.,9,298.13,15
249,Trash Bags,Cleaning,B,CleanAll Ltd.,47,118.48,16
250,Standing Desk,Furniture,C,FurniTech,74,84.98,27
251,External Hard Drive,Electronics,D,LabSource,26,36.7,33
252,Face Shield,Safety Equipment,D,TechWorld Inc.,66,59.12,37
253,Stapler,Office Supplies,D,ChemSupply Co.,55,11.22,28
254,Mouse,Electronics,C,TechWorld Inc.,76,79.66,22
255,Pen Set,Office Supplies,D,FurniTech,65,65.89,44
256,Microscope,Laboratory,C,LabSource,57,61.18,38
257,UPS,Electronics,B,ChemSupply Co.,13,122.27,30
258,Paper A3,Office Supplies,C,LabSource,62,97.71,31
259,Conference Table,Furniture,C,ChemSupply Co.,34,26.81,29
260,Office Chair,Furniture,C,TechWorld Inc.,64,55.13,33
261,Tablet,Electronics,B,LabSource,15,96.76,33
262,Flask Set,Laboratory,A,ChemSupply Co.,20,236.76,23
263,Benzene,Chemicals,A,CleanAll Ltd.,19,77.05,24
264,Face Shield,Safety Equipment,D,FurniTech,78,72.97,37
265,Glass Cleaner,Cleaning,C,FurniTech,42,83.54,25
266,Glass Cleaner,Cleaning,C,ChemSupply Co.,79,21.0,37
267,First Aid Kit,Safety Equipment,D,ChemSupply Co.,83,18.79,43
268,Toluene,Chemicals,A,TechWorld Inc.,20,116.66,11
269,Face Shield,Safety Equipment,D,OfficeMax,27,44.41,34
270,Benzene,Chemicals,B,OfficeMax,17,96.8,22
271,Methanol,Chemicals,B,OfficeMax,28,54.77,31
272,Standing Desk,Furniture,D,TechWorld Inc.,57,32.95,37
273,Fire Extinguisher,Safety Equipment,D,LabSource,50,43.52,33
274,Monitor,Electronics,C,OfficeMax,39,57.78,39
275,Chemical Gloves,Safety Equipment,D,TechWorld Inc.,99,47.8,43
276,Trash Bags,Cleaning,C,CleanAll Ltd.,30,69.16,35
277,Centrifuge,Laboratory,A,FurniTech,12,260.76,16
278,Scanner,Electronics,B,TechWorld Inc.,47,32.68,25
279,Bunsen Burner,Laboratory,C,FurniTech,66,82.65,28
280,Pipettes,Laboratory,A,CleanAll Ltd.,6,249.21,24
281,Stapler,Office Supplies,C,TechWorld Inc.,64,25.9,23
282,External Hard Drive,Electronics,B,LabSource,28,60.62,15
283,Coffee Table,Furniture,D,FurniTech,62,64.2,38
284,External Hard Drive,Electronics,B,LabSource,11,106.99,16
285,Printer,Electronics,B,OfficeMax,39,81.39,22
286,Bookshelf,Furniture,D,ChemSupply Co.,100,68.8,35
287,Monitor,Electronics,D,OfficeMax,42,51.28,41
288,Wet Mop,Cleaning,B,ChemSupply Co.,31,81.26,19
289,Methanol,Chemicals,A,FurniTech,20,215.17,25
290,Fire Extinguisher,Safety Equipment,D,FurniTech,20,11.62,25
291,Benzene,Chemicals,B,ChemSupply Co.,19,81.76,24
292,Chloroform,Chemicals,B,OfficeMax,26,57.15,21
293,Paper A3,Office Supplies,C,OfficeMax,49,88.01,28
294,Paper A3,Office Supplies,C,FurniTech,36,41.51,26
295,Cork Board,Furniture,D,ChemSupply Co.,55,52.48,31
296,Glass Cleaner,Cleaning,B,FurniTech,47,93.84,29
297,Tape Dispenser,Office Supplies,D,OfficeMax,51,71.94,41
298,Coffee Table,Furniture,C,TechWorld Inc.,67,34.9,31
299,Monitor,Electronics,C,ChemSupply Co.,35,48.35,37
300,Monitor,Electronics,C,TechWorld Inc.,32,15.14,22
301,First Aid Kit,Safety Equipment,D,TechWorld Inc.,95,57.15,38
302,Wet Mop,Cleaning,B,TechWorld Inc.,32,30.89,19
303,All-Purpose Cleaner,Cleaning,C,TechWorld Inc.,61,42.23,23
304,pH Meter,Laboratory,C,LabSource,46,38.0,32
305,Office Chair,Furniture,C,LabSource,36,52.62,20
306,Standing Desk,Furniture,C,LabSource,54,79.58,22
307,Hand Sanitizer,Cleaning,C,ChemSupply Co.,69,34.98,30
308,Marker Set,Office Supplies,D,LabSource,89,46.09,26
309,Benzene,Chemicals,A,ChemSupply Co.,21,92.44,12
310,pH Meter,Laboratory,C,CleanAll Ltd.,65,52.31,28
311,Microscope,Laboratory,C,OfficeMax,61,54.11,38
312,Chloroform,Chemicals,B,FurniTech,22,121.87,28
313,Hand Sanitizer,Cleaning,C,ChemSupply Co.,59,87.82,27
314,Acetone,Chemicals,B,LabSource,23,134.34,24
315,Methanol,Chemicals,A,OfficeMax,18,78.21,15
316,Benzene,Chemicals,B,CleanAll Ltd.,19,124.16,18
317,Cork Board,Furniture,D,FurniTech,91,22.46,50
318,Whiteboard,Furniture,D,TechWorld Inc.,60,61.15,50
319,Methanol,Chemicals,B,TechWorld Inc.,30,57.35,33
320,Marker Set,Office Supplies,C,ChemSupply Co.,79,18.12,24
321,Petri Dishes,Laboratory,C,OfficeMax,54,25.71,28
322,Binder Clips,Office Supplies,D,CleanAll Ltd.,69,45.27,25
323,Hand Sanitizer,Cleaning,C,FurniTech,35,30.17,35
324,Chloroform,Chemicals,B,OfficeMax,10,129.99,31
325,All-Purpose Cleaner,Cleaning,B,ChemSupply Co.,37,32.15,21
326,Lab Coat,Safety Equipment,D,CleanAll Ltd.,35,22.34,31
327,UPS,Electronics,B,LabSource,18,143.7,23
328,Printer,Electronics,B,ChemSupply Co.,31,138.54,23
329,Scanner,Electronics,B,CleanAll Ltd.,42,112.31,25
330,Cork Board,Furniture,C,ChemSupply Co.,55,53.21,21
331,Laptop,Electronics,D,OfficeMax,72,6.56,26
332,First Aid Kit,Safety Equipment,D,TechWorld Inc.,23,50.6,29
333,Sodium Hydroxide,Chemicals,B,CleanAll Ltd.,11,126.79,26
334,Bookshelf,Furniture,D,ChemSupply Co.,34,57.27,30
335,Paper A4,Office Supplies,D,LabSource,67,50.44,30
336,First Aid Kit,Safety Equipment,D,FurniTech,100,77.39,35
337,Safety Helmet,Safety Equipment,D,CleanAll Ltd.,73,16.54,46
338,Cork Board,Furniture,D,ChemSupply Co.,62,56.79,39
339,All-Purpose Cleaner,Cleaning,C,TechWorld Inc.,17,50.82,22
340,Benzene,Chemicals,A,CleanAll Ltd.,27,189.14,10
341,External Hard Drive,Electronics,B,OfficeMax,19,115.43,35
342,Coffee Table,Furniture,C,OfficeMax,29,16.36,37
343,Xylene,Chemicals,B,ChemSupply Co.,20,118.64,25
344,First Aid Kit,Safety Equipment,D,OfficeMax,71,13.59,33
345,Tablet,Electronics,B,LabSource,48,46.49,31
346,Printer,Electronics,B,CleanAll Ltd.,39,98.53,17
347,Ethanol,Chemicals,B,FurniTech,49,108.83,21
348,Dust Mop,Cleaning,C,OfficeMax,24,16.9,33
349,Toluene,Chemicals,B,OfficeMax,34,43.61,28
350,Glass Cleaner,Cleaning,B,FurniTech,14,111.8,33
351,Laptop,Electronics,B,ChemSupply Co.,22,105.75,28
352,Keyboard,Electronics,B,ChemSupply Co.,11,70.48,27
353,Face Shield,Safety Equipment,D,FurniTech,78,19.97,41
354,Scissors,Office Supplies,C,CleanAll Ltd.,24,53.82,30
355,Beakers,Laboratory,A,FurniTech,21,121.91,13
356,Scanner,Electronics,D,ChemSupply Co.,47,29.22,31
357,Pen Set,Office Supplies,C,CleanAll Ltd.,32,41.6,27
358,Toluene,Chemicals,A,ChemSupply Co.,30,271.77,24
359,Tape Dispenser,Office Supplies,D,LabSource,91,62.07,46
360,Glass Cleaner,Cleaning,C,CleanAll Ltd.,49,50.95,32
361,Filing Cabinet,Furniture,C,LabSource,44,88.93,21
362,Sofa,Furniture,D,OfficeMax,35,9.68,44
363,Dust Mop,Cleaning,B,ChemSupply Co.,19,31.9,29
364,Emergency Eyewash,Safety Equipment,D,FurniTech,94,43.06,49
365,Coffee Table,Furniture,D,ChemSupply Co.,43,15.5,43
366,Benzene,Chemicals,A,FurniTech,22,218.88,12
367,Pen Set,Office Supplies,C,FurniTech,52,48.05,25
368,Laptop,Electronics,B,TechWorld Inc.,46,39.92,30
369,Binder Clips,Office Supplies,C,LabSource,69,55.02,22
370,Monitor,Electronics,B,ChemSupply Co.,15,57.01,19
371,Stapler,Office Supplies,D,LabSource,20,19.83,25
372,Hydrochloric Acid,Chemicals,B,OfficeMax,41,72.36,28
373,Respirator,Safety Equipment,D,LabSource,40,19.01,47
374,Safety Goggles,Safety Equipment,D,CleanAll Ltd.,72,13.39,30
375,Monitor,Electronics,D,FurniTech,98,29.14,47
376,Office Chair,Furniture,D,ChemSupply Co.,76,67.06,36
377,Petri Dishes,Laboratory,C,OfficeMax,51,33.16,22
378,Xylene,Chemicals,A,LabSource,9,204.13,16
379,Pipettes,Laboratory,B,ChemSupply Co.,44,35.82,20
380,Microscope,Laboratory,C,FurniTech,47,49.09,30
381,Keyboard,Electronics,D,FurniTech,74,28.79,44
382,Xylene,Chemicals,A,LabSource,21,130.84,22
383,Microscope,Laboratory,C,TechWorld Inc.,29,98.92,37
384,Flask Set,Laboratory,B,LabSource,36,100.77,28
385,Tablet,Electronics,C,OfficeMax,35,32.59,28
386,Floor Cleaner,Cleaning,C,OfficeMax,56,30.64,20
387,Scanner,Electronics,D,CleanAll Ltd.,28,42.36,36
388,Cork Board,Furniture,D,ChemSupply Co.,46,75.69,45
389,Filing Cabinet,Furniture,C,ChemSupply Co.,71,46.68,39
390,Microscope,Laboratory,C,ChemSupply Co.,38,79.89,22
391,Xylene,Chemicals,B,FurniTech,24,90.54,33
392,Glass Cleaner,Cleaning,C,OfficeMax,61,25.7,35
393,Chemical Gloves,Safety Equipment,D,OfficeMax,53,16.52,35
394,Conference Table,Furniture,C,TechWorld Inc.,20,78.62,25
395,pH Meter,Laboratory,A,ChemSupply Co.,22,136.18,12
396,Fire Extinguisher,Safety Equipment,D,FurniTech,52,21.93,36
397,Paper A3,Office Supplies,C,TechWorld Inc.,48,77.31,23
398,Disinfectant,Cleaning,C,CleanAll Ltd.,72,69.1,21
399,Standing Desk,Furniture,C,CleanAll Ltd.,29,88.74,27
400,Bunsen Burner,Laboratory,C,FurniTech,37,94.15,35
401,Conference Table,Furniture,C,CleanAll Ltd.,35,84.73,33
402,Printer,Electronics,B,ChemSupply Co.,11,45.38,33
403,Standing Desk,Furniture,D,TechWorld Inc.,72,54.82,27
404,Flask Set,Laboratory,A,FurniTech,10,78.49,13
405,Glass Cleaner,Cleaning,C,TechWorld Inc.,62,26.78,27
406,Safety Helmet,Safety Equipment,D,ChemSupply Co.,35,66.59,44
407,pH Meter,Laboratory,A,CleanAll Ltd.,16,87.16,21
408,Flask Set,Laboratory,B,CleanAll Ltd.,36,45.28,18
409,Sodium Hydroxide,Chemicals,A,OfficeMax,8,239.22,13
410,Whiteboard,Furniture,D,OfficeMax,59,23.3,42
411,Formaldehyde,Chemicals,A,OfficeMax,14,75.46,19
412,Printer,Electronics,C,CleanAll Ltd.,52,87.73,29
413,pH Meter,Laboratory,A,FurniTech,16,157.69,15
414,Paper A3,Office Supplies,C,TechWorld Inc.,31,64.88,39
415,Paper A3,Office Supplies,C,TechWorld Inc.,38,50.68,34
416,Test Tubes,Laboratory,C,OfficeMax,79,23.68,24
417,First Aid Kit,Safety Equipment,D,OfficeMax,83,26.76,40
418,Ear Protection,Safety Equipment,D,OfficeMax,63,32.94,49
419,Toluene,Chemicals,B,LabSource,31,131.75,29
420,Tape Dispenser,Office Supplies,D,OfficeMax,36,67.22,43
421,Xylene,Chemicals,B,ChemSupply Co.,31,111.36,33
422,First Aid Kit,Safety Equipment,D,ChemSupply Co.,65,44.53,35
423,Whiteboard,Furniture,C,FurniTech,30,24.71,26
424,Paper Towels,Cleaning,B,LabSource,50,34.94,15
425,Sodium Hydroxide,Chemicals,B,CleanAll Ltd.,46,79.94,27
426,Paper Towels,Cleaning,C,CleanAll Ltd.,47,91.02,31
427,Ear Protection,Safety Equipment,D,ChemSupply Co.,68,19.26,33
428,Laptop,Electronics,B,ChemSupply Co.,22,67.77,31
429,Trash Bags,Cleaning,C,LabSource,49,26.55,39
430,Sofa,Furniture,D,OfficeMax,30,7.31,38
431,Xylene,Chemicals,A,LabSource,7,82.98,13
432,Tablet,Electronics,B,OfficeMax,43,32.22,30
433,Hydrochloric Acid,Chemicals,A,CleanAll Ltd.,7,280.66,23
434,Paper A3,Office Supplies,C,CleanAll Ltd.,25,87.95,27
435,Wet Mop,Cleaning,B,OfficeMax,20,65.95,30
436,Lab Coat,Safety Equipment,D,OfficeMax,38,47.17,32
437,Sodium Hydroxide,Chemicals,A,ChemSupply Co.,11,71.86,14
438,Test Tubes,Laboratory,C,TechWorld Inc.,65,28.07,22
439,Coffee Table,Furniture,D,OfficeMax,77,65.34,41
440,Dust Mop,Cleaning,C,CleanAll Ltd.,35,22.55,36
441,Scanner,Electronics,D,OfficeMax,83,49.64,26
442,Bookshelf,Furniture,C,ChemSupply Co.,36,87.95,38
443,Bunsen Burner,Laboratory,B,TechWorld Inc.,47,101.62,32
444,Dust Mop,Cleaning,B,CleanAll Ltd.,18,33.05,25
445,Binder Clips,Office Supplies,D,CleanAll Ltd.,21,78.78,27
446,Emergency Eyewash,Safety Equipment,D,TechWorld Inc.,44,51.41,44
447,Conference Table,Furniture,D,FurniTech,78,39.56,48
448,Keyboard,Electronics,B,TechWorld Inc.,40,111.5,16
449,Paper A3,Office Supplies,D,TechWorld Inc.,55,24.49,35
450,Test Tubes,Laboratory,B,TechWorld Inc.,19,120.31,21
451,Tape Dispenser,Office Supplies,C,FurniTech,52,15.37,31
452,Petri Dishes,Laboratory,A,CleanAll Ltd.,24,291.12,16
453,Monitor,Electronics,D,ChemSupply Co.,54,18.86,33
454,Floor Cleaner,Cleaning,C,CleanAll Ltd.,31,76.08,27
455,Flask Set,Laboratory,B,FurniTech,25,140.6,18
456,Desktop Computer,Electronics,D,TechWorld Inc.,87,67.43,32
457,Pen Set,Office Supplies,C,LabSource,46,91.35,23
458,Conference Table,Furniture,D,ChemSupply Co.,89,76.28,31
459,Toluene,Chemicals,A,ChemSupply Co.,16,237.6,14
460,Paper A3,Office Supplies,D,LabSource,65,6.92,41
461,Monitor,Electronics,C,FurniTech,75,40.25,30
462,Chemical Gloves,Safety Equipment,D,FurniTech,75,52.95,27
463,Trash Bags,Cleaning,C,OfficeMax,24,45.68,31
464,Conference Table,Furniture,D,OfficeMax,93,45.32,42
465,Office Chair,Furniture,C,CleanAll Ltd.,75,30.91,26
466,Xylene,Chemicals,B,CleanAll Ltd.,48,62.21,23
467,Scissors,Office Supplies,D,TechWorld Inc.,78,53.45,35
468,All-Purpose Cleaner,Cleaning,B,ChemSupply Co.,14,30.1,18
469,Whiteboard,Furniture,C,FurniTech,76,67.63,36
470,Bookshelf,Furniture,D,CleanAll Ltd.,74,63.42,49
471,UPS,Electronics,B,OfficeMax,14,110.73,21
472,Pipettes,Laboratory,A,OfficeMax,6,182.86,17
473,Hydrochloric Acid,Chemicals,A,LabSource,24,269.58,17
474,Sodium Hydroxide,Chemicals,B,LabSource,32,79.04,35
475,Coffee Table,Furniture,D,CleanAll Ltd.,30,73.52,34
476,Bookshelf,Furniture,D,ChemSupply Co.,39,10.15,34
477,Hydrochloric Acid,Chemicals,A,FurniTech,13,132.55,17
478,Methanol,Chemicals,A,TechWorld Inc.,19,99.12,21
479,Office Chair,Furniture,C,ChemSupply Co.,42,33.13,25
480,Xylene,Chemicals,A,ChemSupply Co.,12,144.6,16
481,Chloroform,Chemicals,B,CleanAll Ltd.,11,145.69,16
482,Stapler,Office Supplies,D,OfficeMax,24,45.19,31
483,Keyboard,Electronics,C,FurniTech,20,33.78,25
484,Microscope,Laboratory,B,FurniTech,22,116.43,21
485,Microscope,Laboratory,A,FurniTech,13,169.16,14
486,Coffee Table,Furniture,C,ChemSupply Co.,56,35.76,29
487,Pen Set,Office Supplies,C,TechWorld Inc.,33,37.65,22
488,Laptop,Electronics,B,LabSource,15,89.19,15
489,Monitor,Electronics,C,CleanAll Ltd.,72,90.25,25
490,All-Purpose Cleaner,Cleaning,C,ChemSupply Co.,58,25.52,35
491,Benzene,Chemicals,A,ChemSupply Co.,5,160.81,22
492,All-Purpose Cleaner,Cleaning,C,CleanAll Ltd.,27,80.98,34
493,All-Purpose Cleaner,Cleaning,C,LabSource,39,64.65,32
494,All-Purpose Cleaner,Cleaning,B,ChemSupply Co.,47,95.91,33
495,Flask Set,Laboratory,A,ChemSupply Co.,18,172.96,20
496,Sodium Hydroxide,Chemicals,A,OfficeMax,7,113.58,18
497,Hydrochloric Acid,Chemicals,A,CleanAll Ltd.,6,238.83,25
498,Safety Goggles,Safety Equipment,D,CleanAll Ltd.,34,57.66,43
499,External Hard Drive,Electronics,D,LabSource,49,28.53,48
500,pH Meter,Laboratory,C,CleanAll Ltd.,68,40.19,25
501,Binder Clips,Office Supplies,C,FurniTech,46,86.33,32
502,Office Desk,Furniture,D,TechWorld Inc.,61,65.06,42
503,Laptop,Electronics,C,FurniTech,33,48.23,34
504,Flask Set,Laboratory,A,OfficeMax,29,185.82,24
505,Sofa,Furniture,C,TechWorld Inc.,28,58.42,35
506,Mouse,Electronics,C,CleanAll Ltd.,37,86.92,37
507,Petri Dishes,Laboratory,A,OfficeMax,21,62.01,19
508,Glass Cleaner,Cleaning,C,CleanAll Ltd.,49,73.45,36
509,Safety Goggles,Safety Equipment,D,OfficeMax,79,29.86,50
510,Filing Cabinet,Furniture,D,FurniTech,93,14.22,39
511,Standing Desk,Furniture,C,FurniTech,28,37.92,23
512,Tape Dispenser,Office Supplies,D,CleanAll Ltd.,37,41.44,34
513,Scanner,Electronics,B,ChemSupply Co.,19,142.11,25
514,Sodium Hydroxide,Chemicals,B,LabSource,49,136.57,29
515,Ethanol,Chemicals,A,FurniTech,11,78.48,25
516,Chemical Gloves,Safety Equipment,D,CleanAll Ltd.,84,56.38,28
517,Stapler,Office Supplies,D,LabSource,55,37.06,30
518,Face Shield,Safety Equipment,D,TechWorld Inc.,36,12.39,31
