ProductID,ProductName,Category,HazardClass,Supplier,Stock,Price,ReorderLevel
276,Trash Bags,Cleaning,C,CleanAll Ltd.,30,69.16,35
277,Centrifuge,Laboratory,A,FurniTech,12,260.76,16
280,Pipettes,Laboratory,A,CleanAll Ltd.,6,249.21,24
284,External Hard Drive,Electronics,B,LabSource,11,106.99,16
289,Methanol,Chemicals,A,FurniTech,20,215.17,25
290,Fire Extinguisher,Safety Equipment,D,FurniTech,20,11.62,25
291,Benzene,Chemicals,B,ChemSupply Co.,19,81.76,24
299,Monitor,Electronics,C,ChemSupply Co.,35,48.35,37
312,Chloroform,Chemicals,B,FurniTech,22,121.87,28
314,Acetone,Chemicals,B,LabSource,23,134.34,24
319,Methanol,Chemicals,B,TechWorld Inc.,30,57.35,33
324,Chloroform,Chemicals,B,OfficeMax,10,129.99,31
327,UPS,Electronics,B,LabSource,18,143.7,23
332,First Aid Kit,Safety Equipment,D,TechWorld Inc.,23,50.6,29
333,Sodium Hydroxide,Chemicals,B,CleanAll Ltd.,11,126.79,26
339,All-Purpose Cleaner,Cleaning,C,TechWorld Inc.,17,50.82,22
341,External Hard Drive,Electronics,B,OfficeMax,19,115.43,35
342,Coffee Table,Furniture,C,OfficeMax,29,16.36,37
343,Xylene,Chemicals,B,ChemSupply Co.,20,118.64,25
348,Dust Mop,Cleaning,C,OfficeMax,24,16.9,33
350,Glass Cleaner,Cleaning,B,FurniTech,14,111.8,33
351,Laptop,Electronics,B,ChemSupply Co.,22,105.75,28
352,Keyboard,Electronics,B,ChemSupply Co.,11,70.48,27
354,Scissors,Office Supplies,C,CleanAll Ltd.,24,53.82,30
362,Sofa,Furniture,D,OfficeMax,35,9.68,44
363,Dust Mop,Cleaning,B,ChemSupply Co.,19,31.9,29
370,Monitor,Electronics,B,ChemSupply Co.,15,57.01,19
371,Stapler,Office Supplies,D,LabSource,20,19.83,25
373,Respirator,Safety Equipment,D,LabSource,40,19.01,47
378,Xylene,Chemicals,A,LabSource,9,204.13,16
382,Xylene,Chemicals,A,LabSource,21,130.84,22
383,Microscope,Laboratory,C,TechWorld Inc.,29,98.92,37
387,Scanner,Electronics,D,CleanAll Ltd.,28,42.36,36
391,Xylene,Chemicals,B,FurniTech,24,90.54,33
394,Conference Table,Furniture,C,TechWorld Inc.,20,78.62,25
402,Printer,Electronics,B,ChemSupply Co.,11,45.38,33
404,Flask Set,Laboratory,A,FurniTech,10,78.49,13
406,Safety Helmet,Safety Equipment,D,ChemSupply Co.,35,66.59,44
407,pH Meter,Laboratory,A,CleanAll Ltd.,16,87.16,21
409,Sodium Hydroxide,Chemicals,A,OfficeMax,8,239.22,13
411,Formaldehyde,Chemicals,A,OfficeMax,14,75.46,19
414,Paper A3,Office Supplies,C,TechWorld Inc.,31,64.88,39
420,Tape Dispenser,Office Supplies,D,OfficeMax,36,67.22,43
421,Xylene,Chemicals,B,ChemSupply Co.,31,111.36,33
428,Laptop,Electronics,B,ChemSupply Co.,22,67.77,31
430,Sofa,Furniture,D,OfficeMax,30,7.31,38
431,Xylene,Chemicals,A,LabSource,7,82.98,13
433,Hydrochloric Acid,Chemicals,A,CleanAll Ltd.,7,280.66,23
434,Paper A3,Office Supplies,C,CleanAll Ltd.,25,87.95,27
435,Wet Mop,Cleaning,B,OfficeMax,20,65.95,30
437,Sodium Hydroxide,Chemicals,A,ChemSupply Co.,11,71.86,14
440,Dust Mop,Cleaning,C,CleanAll Ltd.,35,22.55,36
442,Bookshelf,Furniture,C,ChemSupply Co.,36,87.95,38
444,Dust Mop,Cleaning,B,CleanAll Ltd.,18,33.05,25
445,Binder Clips,Office Supplies,D,CleanAll Ltd.,21,78.78,27
450,Test Tubes,Laboratory,B,TechWorld Inc.,19,120.31,21
463,Trash Bags,Cleaning,C,OfficeMax,24,45.68,31
468,All-Purpose Cleaner,Cleaning,B,ChemSupply Co.,14,30.1,18
471,UPS,Electronics,B,OfficeMax,14,110.73,21
472,Pipettes,Laboratory,A,OfficeMax,6,182.86,17
474,Sodium Hydroxide,Chemicals,B,LabSource,32,79.04,35
475,Coffee Table,Furniture,D,CleanAll Ltd.,30,73.52,34
477,Hydrochloric Acid,Chemicals,A,FurniTech,13,132.55,17
478,Methanol,Chemicals,A,TechWorld Inc.,19,99.12,21
480,Xylene,Chemicals,A,ChemSupply Co.,12,144.6,16
481,Chloroform,Chemicals,B,CleanAll Ltd.,11,145.69,16
482,Stapler,Office Supplies,D,OfficeMax,24,45.19,31
483,Keyboard,Electronics,C,FurniTech,20,33.78,25
485,Microscope,Laboratory,A,FurniTech,13,169.16,14
491,Benzene,Chemicals,A,ChemSupply Co.,5,160.81,22
492,All-Purpose Cleaner,Cleaning,C,CleanAll Ltd.,27,80.98,34
495,Flask Set,Laboratory,A,ChemSupply Co.,18,172.96,20
496,Sodium Hydroxide,Chemicals,A,OfficeMax,7,113.58,18
497,Hydrochloric Acid,Chemicals,A,CleanAll Ltd.,6,238.83,25
498,Safety Goggles,Safety Equipment,D,CleanAll Ltd.,34,57.66,43
503,Laptop,Electronics,C,FurniTech,33,48.23,34
505,Sofa,Furniture,C,TechWorld Inc.,28,58.42,35
513,Scanner,Electronics,B,ChemSupply Co.,19,142.11,25
515,Ethanol,Chemicals,A,FurniTech,11,78.48,25
522,Analytical Balance,Laboratory,A,LabSource,11,87.43,18
525,Sofa,Furniture,C,FurniTech,20,21.67,26
526,Centrifuge,Laboratory,A,OfficeMax,12,184.98,23
527,Marker Set,Office Supplies,C,OfficeMax,24,32.41,29
528,Respirator,Safety Equipment,D,LabSource,24,49.94,30
538,Chloroform,Chemicals,A,FurniTech,9,173.87,13
539,Paper A3,Office Supplies,C,ChemSupply Co.,23,58.68,29
541,Bunsen Burner,Laboratory,B,TechWorld Inc.,18,55.91,34
545,Binder Clips,Office Supplies,D,CleanAll Ltd.,39,28.89,44
554,Formaldehyde,Chemicals,B,FurniTech,34,101.67,35
566,Ear Protection,Safety Equipment,D,LabSource,32,54.85,37
570,Cork Board,Furniture,D,FurniTech,20,17.33,25
580,Petri Dishes,Laboratory,C,TechWorld Inc.,34,67.04,37
584,Laptop,Electronics,C,LabSource,30,20.06,38
589,Methanol,Chemicals,A,LabSource,20,185.09,25
591,Mouse,Electronics,B,CleanAll Ltd.,16,105.77,20
592,File Folders,Office Supplies,C,TechWorld Inc.,27,94.45,34
594,Paper A3,Office Supplies,D,ChemSupply Co.,41,53.65,49
595,Centrifuge,Laboratory,A,LabSource,18,181.42,23
596,Formaldehyde,Chemicals,B,ChemSupply Co.,10,43.17,16
597,Microscope,Laboratory,B,TechWorld Inc.,13,69.58,17
606,Marker Set,Office Supplies,D,FurniTech,20,35.41,26
614,Cork Board,Furniture,C,ChemSupply Co.,27,93.69,33
615,Emergency Eyewash,Safety Equipment,D,CleanAll Ltd.,35,48.15,44
620,Benzene,Chemicals,A,TechWorld Inc.,11,285.29,14
623,Test Tubes,Laboratory,C,FurniTech,26,73.21,30
625,Petri Dishes,Laboratory,A,OfficeMax,12,219.69,16
631,Ear Protection,Safety Equipment,D,TechWorld Inc.,32,57.71,44
633,Centrifuge,Laboratory,C,CleanAll Ltd.,22,66.96,36
634,Hydrochloric Acid,Chemicals,B,FurniTech,15,135.94,19
635,pH Meter,Laboratory,B,TechWorld Inc.,15,139.59,25
638,Pipettes,Laboratory,C,CleanAll Ltd.,28,78.84,36
641,Pipettes,Laboratory,A,CleanAll Ltd.,5,217.75,12
643,Trash Bags,Cleaning,C,ChemSupply Co.,35,98.03,36
644,Cork Board,Furniture,C,CleanAll Ltd.,22,17.72,38
645,Ethanol,Chemicals,A,TechWorld Inc.,18,165.86,19
646,Disinfectant,Cleaning,B,CleanAll Ltd.,24,114.43,31
649,Bunsen Burner,Laboratory,B,LabSource,14,78.8,22
654,Staples Box,Office Supplies,C,ChemSupply Co.,29,28.92,40
657,Hand Sanitizer,Cleaning,B,TechWorld Inc.,12,145.64,24
659,UPS,Electronics,C,OfficeMax,33,22.23,37
663,Xylene,Chemicals,A,ChemSupply Co.,8,51.62,10
664,Lab Coat,Safety Equipment,D,ChemSupply Co.,26,60.73,33
665,Glass Cleaner,Cleaning,C,FurniTech,32,46.39,34
667,Ethanol,Chemicals,B,ChemSupply Co.,18,70.53,23
673,Dust Mop,Cleaning,B,ChemSupply Co.,20,141.28,29
675,Tablet,Electronics,B,FurniTech,15,51.16,20
679,Wet Mop,Cleaning,B,LabSource,26,131.94,33
684,Sodium Hydroxide,Chemicals,B,OfficeMax,21,64.85,26
686,Trash Bags,Cleaning,C,ChemSupply Co.,22,89.05,29
692,Scanner,Electronics,C,TechWorld Inc.,30,96.55,38
694,pH Meter,Laboratory,B,OfficeMax,19,93.51,28
696,Coffee Table,Furniture,C,FurniTech,24,20.12,38
697,Whiteboard,Furniture,D,TechWorld Inc.,41,69.84,44
698,Test Tubes,Laboratory,B,TechWorld Inc.,11,101.2,27
700,Xylene,Chemicals,B,ChemSupply Co.,26,126.37,32
701,Beakers,Laboratory,C,TechWorld Inc.,18,66.42,23
707,Tape Dispenser,Office Supplies,D,CleanAll Ltd.,30,52.66,38
708,Chemical Gloves,Safety Equipment,D,FurniTech,34,17.89,43
719,UPS,Electronics,D,CleanAll Ltd.,29,18.21,37
723,Conference Table,Furniture,C,TechWorld Inc.,28,83.56,35
728,Bunsen Burner,Laboratory,C,TechWorld Inc.,23,77.91,27
729,Formaldehyde,Chemicals,A,TechWorld Inc.,5,102.77,21
730,Marker Set,Office Supplies,C,ChemSupply Co.,23,68.68,29
740,Petri Dishes,Laboratory,A,LabSource,5,201.04,25
745,Binder Clips,Office Supplies,C,CleanAll Ltd.,27,38.22,34
751,Laptop,Electronics,D,CleanAll Ltd.,41,60.37,50
753,Fire Extinguisher,Safety Equipment,D,OfficeMax,31,63.64,39
759,UPS,Electronics,B,CleanAll Ltd.,22,55.22,28
761,Chloroform,Chemicals,A,OfficeMax,12,259.28,14
764,Office Desk,Furniture,C,LabSource,20,68.51,25
767,Centrifuge,Laboratory,A,ChemSupply Co.,16,122.06,23
768,Respirator,Safety Equipment,D,FurniTech,30,74.07,38
769,Ethanol,Chemicals,B,ChemSupply Co.,33,46.39,35
771,Chloroform,Chemicals,A,LabSource,8,82.66,21
773,Hand Sanitizer,Cleaning,C,OfficeMax,20,39.01,26
778,Glass Cleaner,Cleaning,C,CleanAll Ltd.,20,71.87,40
781,Staples Box,Office Supplies,C,ChemSupply Co.,32,38.64,40
782,Staples Box,Office Supplies,C,ChemSupply Co.,18,66.79,23
784,Standing Desk,Furniture,C,FurniTech,20,96.54,28
785,First Aid Kit,Safety Equipment,D,ChemSupply Co.,28,74.1,35
788,pH Meter,Laboratory,A,TechWorld Inc.,20,218.33,23
792,Formaldehyde,Chemicals,B,FurniTech,17,149.03,24
795,Tablet,Electronics,B,FurniTech,18,56.5,24
800,Sodium Hydroxide,Chemicals,A,OfficeMax,19,135.98,22
801,Sodium Hydroxide,Chemicals,A,OfficeMax,11,277.64,14
806,Analytical Balance,Laboratory,B,ChemSupply Co.,16,33.15,25
807,Pen Set,Office Supplies,C,ChemSupply Co.,20,19.43,25
809,Petri Dishes,Laboratory,C,OfficeMax,26,66.49,37
818,Conference Table,Furniture,C,TechWorld Inc.,31,21.44,38
820,Laptop,Electronics,B,LabSource,20,117.88,26
822,First Aid Kit,Safety Equipment,D,ChemSupply Co.,37,57.84,47
823,Respirator,Safety Equipment,D,CleanAll Ltd.,24,52.46,30
825,Flask Set,Laboratory,A,OfficeMax,6,227.61,12
826,Ethanol,Chemicals,A,LabSource,10,210.63,22
828,Printer,Electronics,C,ChemSupply Co.,31,55.0,34
832,Dust Mop,Cleaning,B,ChemSupply Co.,26,49.3,30
838,Keyboard,Electronics,C,TechWorld Inc.,26,82.81,28
845,Toilet Paper,Cleaning,B,CleanAll Ltd.,20,89.1,25
846,Standing Desk,Furniture,D,LabSource,36,36.16,49
848,Stapler,Office Supplies,C,LabSource,32,30.66,40
849,pH Meter,Laboratory,C,TechWorld Inc.,18,97.57,23
851,Sofa,Furniture,D,ChemSupply Co.,23,47.21,29
853,Keyboard,Electronics,B,TechWorld Inc.,26,117.22,28
854,Beakers,Laboratory,A,FurniTech,12,119.2,25
857,Centrifuge,Laboratory,A,FurniTech,11,290.14,22
862,Scanner,Electronics,B,FurniTech,12,146.3,20
865,Chloroform,Chemicals,A,OfficeMax,16,160.02,21
868,Keyboard,Electronics,C,TechWorld Inc.,32,70.19,40
869,Filing Cabinet,Furniture,D,ChemSupply Co.,44,40.25,49
873,Microscope,Laboratory,A,ChemSupply Co.,5,140.58,12
874,Beakers,Laboratory,C,CleanAll Ltd.,21,39.32,27
875,Ear Protection,Safety Equipment,D,CleanAll Ltd.,34,29.67,40
883,Desktop Computer,Electronics,C,FurniTech,30,35.66,34
885,Hydrochloric Acid,Chemicals,B,FurniTech,28,118.09,35
887,Hydrochloric Acid,Chemicals,A,CleanAll Ltd.,8,76.79,10
891,pH Meter,Laboratory,C,LabSource,17,23.66,22
892,Hydrochloric Acid,Chemicals,A,LabSource,12,177.01,23
894,Analytical Balance,Laboratory,B,OfficeMax,14,135.84,35
895,Tablet,Electronics,C,TechWorld Inc.,21,25.29,37
897,Floor Cleaner,Cleaning,B,OfficeMax,26,59.07,33
900,Chemical Gloves,Safety Equipment,D,TechWorld Inc.,36,64.36,43
906,Sofa,Furniture,C,OfficeMax,21,48.41,32
907,Formaldehyde,Chemicals,B,TechWorld Inc.,12,122.7,16
909,Pipettes,Laboratory,B,TechWorld Inc.,31,91.18,33
913,Bunsen Burner,Laboratory,B,FurniTech,15,131.96,28
914,Floor Cleaner,Cleaning,B,CleanAll Ltd.,28,143.79,35
916,Toilet Paper,Cleaning,B,OfficeMax,20,134.68,29
919,Analytical Balance,Laboratory,B,OfficeMax,19,69.75,24
922,Xylene,Chemicals,A,CleanAll Ltd.,10,291.71,13
927,Mouse,Electronics,B,CleanAll Ltd.,26,92.72,33
928,Laptop,Electronics,C,TechWorld Inc.,32,29.61,33
929,Whiteboard,Furniture,C,LabSource,20,95.81,26
931,Bunsen Burner,Laboratory,C,FurniTech,16,29.81,20
932,Sodium Hydroxide,Chemicals,A,CleanAll Ltd.,20,198.48,21
938,Dust Mop,Cleaning,B,TechWorld Inc.,19,85.77,25
942,Office Desk,Furniture,C,TechWorld Inc.,30,30.69,37
943,Beakers,Laboratory,A,LabSource,16,141.21,21
945,Toluene,Chemicals,B,OfficeMax,18,145.0,20
950,Laptop,Electronics,B,CleanAll Ltd.,12,73.39,30
951,Paper Towels,Cleaning,B,FurniTech,14,132.93,18
958,Hydrochloric Acid,Chemicals,B,LabSource,12,133.79,19
960,Bunsen Burner,Laboratory,A,FurniTech,6,116.04,15
965,Chloroform,Chemicals,A,FurniTech,18,199.23,23
968,Respirator,Safety Equipment,D,LabSource,33,79.62,42
969,Methanol,Chemicals,A,ChemSupply Co.,7,212.55,24
972,Safety Goggles,Safety Equipment,D,LabSource,38,41.51,42
973,Stapler,Office Supplies,C,TechWorld Inc.,25,33.21,35
974,Analytical Balance,Laboratory,B,TechWorld Inc.,16,45.77,21
981,Marker Set,Office Supplies,D,LabSource,31,10.4,39
1001,Scissors,Office Supplies,C,CleanAll Ltd.,16,72.16,20
1002,Desktop Computer,Electronics,C,TechWorld Inc.,22,19.85,28
1005,Acetone,Chemicals,A,FurniTech,13,197.44,17
1006,Pipettes,Laboratory,B,TechWorld Inc.,13,30.75,17
1009,Formaldehyde,Chemicals,A,OfficeMax,15,104.94,19
1010,Hydrochloric Acid,Chemicals,A,LabSource,11,124.3,23
1011,Scissors,Office Supplies,D,ChemSupply Co.,21,62.64,27
1013,Hand Sanitizer,Cleaning,C,OfficeMax,35,26.51,38
1015,Methanol,Chemicals,B,FurniTech,16,116.23,33
1016,Ethanol,Chemicals,A,LabSource,8,255.82,18
1018,Paper Towels,Cleaning,B,CleanAll Ltd.,26,73.2,35
1019,Bookshelf,Furniture,C,TechWorld Inc.,23,83.14,29
1020,Paper A4,Office Supplies,D,OfficeMax,32,63.87,49
1021,Xylene,Chemicals,B,ChemSupply Co.,19,131.56,31
1023,All-Purpose Cleaner,Cleaning,C,TechWorld Inc.,24,59.65,31
1024,Scanner,Electronics,D,TechWorld Inc.,27,17.63,34
1026,Formaldehyde,Chemicals,B,LabSource,12,34.22,15
1028,Methanol,Chemicals,B,ChemSupply Co.,15,93.89,22
1031,Microscope,Laboratory,A,ChemSupply Co.,11,146.01,16
1034,Desktop Computer,Electronics,D,FurniTech,34,57.5,48
1037,External Hard Drive,Electronics,D,CleanAll Ltd.,36,21.52,46
1038,Analytical Balance,Laboratory,A,FurniTech,19,169.31,24
1044,Toilet Paper,Cleaning,B,LabSource,30,69.34,32
1046,Conference Table,Furniture,C,ChemSupply Co.,29,79.8,37
1047,Centrifuge,Laboratory,C,ChemSupply Co.,28,25.78,36
1051,Chemical Gloves,Safety Equipment,D,TechWorld Inc.,34,25.78,45
1053,Bunsen Burner,Laboratory,A,TechWorld Inc.,6,250.08,13
1057,Disinfectant,Cleaning,B,FurniTech,15,134.0,19
1061,Hand Sanitizer,Cleaning,B,FurniTech,12,107.87,16
1062,Petri Dishes,Laboratory,B,CleanAll Ltd.,18,113.78,31
1063,Staples Box,Office Supplies,D,CleanAll Ltd.,33,69.19,42
1064,Dust Mop,Cleaning,B,FurniTech,24,49.35,29
1067,Desktop Computer,Electronics,C,TechWorld Inc.,34,69.61,38
1068,Hydrochloric Acid,Chemicals,A,TechWorld Inc.,17,126.51,19
1069,Standing Desk,Furniture,C,OfficeMax,26,26.98,33
1074,Trash Bags,Cleaning,B,TechWorld Inc.,19,100.08,24
1076,Coffee Table,Furniture,D,TechWorld Inc.,22,11.58,28
1080,Tape Dispenser,Office Supplies,D,CleanAll Ltd.,28,62.46,35
1086,Scissors,Office Supplies,C,ChemSupply Co.,21,79.7,28
1089,UPS,Electronics,B,CleanAll Ltd.,21,52.78,22
1092,Trash Bags,Cleaning,C,TechWorld Inc.,27,65.24,28
1094,Tablet,Electronics,D,OfficeMax,20,79.04,25
1097,Methanol,Chemicals,A,OfficeMax,16,63.51,20
1105,Flask Set,Laboratory,A,ChemSupply Co.,15,295.8,21
1106,Wet Mop,Cleaning,B,OfficeMax,17,49.61,35
1109,Whiteboard,Furniture,C,LabSource,26,79.75,33
1110,Ear Protection,Safety Equipment,D,ChemSupply Co.,32,75.38,41
1113,Office Desk,Furniture,D,CleanAll Ltd.,37,63.42,47
1120,Disinfectant,Cleaning,B,OfficeMax,10,109.15,25
1125,Ethanol,Chemicals,A,TechWorld Inc.,14,188.07,21
1131,Formaldehyde,Chemicals,B,CleanAll Ltd.,19,53.3,29
1134,Hand Sanitizer,Cleaning,C,ChemSupply Co.,24,95.24,30
1138,Binder Clips,Office Supplies,D,ChemSupply Co.,34,13.71,38
1142,Lab Coat,Safety Equipment,D,LabSource,28,72.22,36
1143,Office Desk,Furniture,D,OfficeMax,27,53.17,34
1146,Acetone,Chemicals,A,OfficeMax,6,137.61,17
1149,Safety Goggles,Safety Equipment,D,OfficeMax,26,59.15,33
1150,Face Shield,Safety Equipment,D,LabSource,36,76.58,37
1151,Paper Towels,Cleaning,C,CleanAll Ltd.,33,27.08,34
1153,Ethanol,Chemicals,A,LabSource,14,94.56,18
1159,Glass Cleaner,Cleaning,C,CleanAll Ltd.,24,99.19,31
1160,Toilet Paper,Cleaning,C,FurniTech,17,77.37,22
1163,Sodium Hydroxide,Chemicals,A,LabSource,19,94.74,21
1164,All-Purpose Cleaner,Cleaning,B,OfficeMax,24,144.72,31
1165,UPS,Electronics,C,OfficeMax,26,31.66,28
1166,Floor Cleaner,Cleaning,B,FurniTech,22,51.92,28
1167,Hydrochloric Acid,Chemicals,A,TechWorld Inc.,11,99.61,23
1168,Printer,Electronics,B,LabSource,16,59.63,23
1171,Trash Bags,Cleaning,B,LabSource,10,119.4,22
1173,Fire Extinguisher,Safety Equipment,D,ChemSupply Co.,24,31.32,30
1176,Desktop Computer,Electronics,C,ChemSupply Co.,28,90.43,29
1181,Staples Box,Office Supplies,D,TechWorld Inc.,26,36.57,33
1182,Conference Table,Furniture,D,FurniTech,28,19.08,35
1184,Office Desk,Furniture,D,CleanAll Ltd.,29,19.68,37
1188,Filing Cabinet,Furniture,C,OfficeMax,29,66.67,39
1190,Laptop,Electronics,B,CleanAll Ltd.,11,79.75,33
1192,Centrifuge,Laboratory,A,LabSource,11,184.24,15
1194,External Hard Drive,Electronics,B,ChemSupply Co.,16,128.28,33
1197,Wet Mop,Cleaning,C,FurniTech,21,93.71,25
1198,Hydrochloric Acid,Chemicals,B,TechWorld Inc.,10,42.8,22
1199,Stapler,Office Supplies,D,OfficeMax,28,17.93,36
1200,Fire Extinguisher,Safety Equipment,D,CleanAll Ltd.,32,45.58,40
1203,Staples Box,Office Supplies,C,FurniTech,32,95.66,35
1205,Bunsen Burner,Laboratory,B,FurniTech,22,30.77,30
1206,Paper Towels,Cleaning,B,CleanAll Ltd.,17,40.4,22
1208,Disinfectant,Cleaning,B,FurniTech,23,80.18,24
1213,Analytical Balance,Laboratory,B,CleanAll Ltd.,27,61.23,28
1215,Xylene,Chemicals,A,LabSource,11,252.52,19
1219,Toilet Paper,Cleaning,B,FurniTech,12,82.79,33
1222,Benzene,Chemicals,A,FurniTech,12,242.93,24
1224,Trash Bags,Cleaning,C,CleanAll Ltd.,23,97.28,39
1225,Mouse,Electronics,B,OfficeMax,27,115.59,34
1226,Toluene,Chemicals,B,FurniTech,29,56.56,30
1227,Ethanol,Chemicals,A,ChemSupply Co.,16,275.92,25
1229,Chloroform,Chemicals,A,TechWorld Inc.,23,220.11,25
1231,Analytical Balance,Laboratory,A,ChemSupply Co.,14,175.24,18
1232,Pipettes,Laboratory,A,OfficeMax,22,160.94,24
1233,Petri Dishes,Laboratory,A,TechWorld Inc.,10,69.67,16
1236,Scanner,Electronics,C,CleanAll Ltd.,23,97.16,36
1238,Stapler,Office Supplies,C,ChemSupply Co.,30,69.47,38
1239,Desktop Computer,Electronics,B,ChemSupply Co.,21,128.31,31
1241,Benzene,Chemicals,A,ChemSupply Co.,5,121.52,12
1247,Filing Cabinet,Furniture,D,ChemSupply Co.,38,63.49,50
1254,Office Chair,Furniture,C,CleanAll Ltd.,24,81.67,30
1256,Whiteboard,Furniture,C,OfficeMax,24,88.16,40
1257,Microscope,Laboratory,C,OfficeMax,23,98.58,34
1258,Safety Goggles,Safety Equipment,D,ChemSupply Co.,32,20.3,40
1261,Formaldehyde,Chemicals,B,LabSource,10,75.05,27
1262,Paper A3,Office Supplies,D,TechWorld Inc.,36,29.8,46
1264,Formaldehyde,Chemicals,B,ChemSupply Co.,12,124.6,21
1268,Disinfectant,Cleaning,C,FurniTech,29,98.16,39
1271,Hydrochloric Acid,Chemicals,B,CleanAll Ltd.,13,121.29,17
1272,Acetone,Chemicals,A,LabSource,9,80.06,18
1273,Fire Extinguisher,Safety Equipment,D,ChemSupply Co.,32,58.18,40
1274,Methanol,Chemicals,B,OfficeMax,23,131.95,29
1279,Trash Bags,Cleaning,B,ChemSupply Co.,24,123.96,26
1283,Analytical Balance,Laboratory,B,CleanAll Ltd.,26,35.73,33
1285,Office Desk,Furniture,C,ChemSupply Co.,28,59.18,36
1288,Laptop,Electronics,C,LabSource,32,20.73,36
1293,Petri Dishes,Laboratory,B,LabSource,27,96.53,34
1294,Bunsen Burner,Laboratory,A,ChemSupply Co.,14,187.71,18
1295,Chloroform,Chemicals,A,LabSource,20,140.62,25
1299,Glass Cleaner,Cleaning,C,OfficeMax,29,64.27,37
1300,Scissors,Office Supplies,C,ChemSupply Co.,18,79.35,23
1301,Chloroform,Chemicals,A,CleanAll Ltd.,13,279.03,24
1303,Conference Table,Furniture,D,ChemSupply Co.,33,49.37,42
